id,japanese,hiragana,kanji_references,romaji,english,category,jlpt_level,example_japanese,example_english,notes,part_of_speech,part_of_speech_references,frequency,pitch_accent
voc1793,知識,ちしき,k0516,chishiki,knowledge,abstract,N3,幅広い知識を持っている。,I have wide-ranging knowledge.,,noun,,very high,LHL
voc1794,常識,じょうしき,k0516,joshiki,common sense,abstract,N3,常識的な判断をした。,I made a common-sense judgment.,,noun,,very high,LHHL
voc1795,呼ぶ,よぶ,k0517,yobu,to call; to invite,action,N3,名前を呼ばれた。,My name was called.,,verb,,very high,LH
voc1796,呼びかける,よびかける,k0517,yobikakeru,to call out; to appeal,action,N3,市民に協力を呼びかけた。,I appealed to citizens for cooperation.,,verb,,high,LHHHHL
voc1797,深呼吸,しんこきゅう,k0517,shinkokyu,deep breathing,health,N3,深呼吸してリラックスした。,I took deep breaths and relaxed.,also uses k0391,noun,,high,LHHHL
voc1798,程度,ていど,k0518,teido,degree; extent,abstract,N3,どの程度できますか？,To what degree can you do it?,,noun,,very high,LHL
voc1799,過程,かてい,k0518,katei,process; course,abstract,N3,解決の過程を説明した。,I explained the process of resolution.,,noun,,high,LHL
voc1800,日程,にってい,k0518,nittei,schedule; itinerary,time,N3,旅行の日程を決めた。,I decided the travel itinerary.,,noun,,very high,LHL
voc1801,価値,かち,k0519,kachi,value; worth,abstract,N3,この絵の価値は高い。,The value of this painting is high.,,noun,,very high,LHL
voc1802,数値,すうち,k0519,suchi,numerical value,abstract,N3,測定の数値を記録した。,I recorded the measurement values.,,noun,,high,LHL
voc1803,値段,ねだん,k0519,nedan,price; cost,economy,N3,この商品の値段はいくらですか？,How much is the price of this product?,,noun,,very high,LHL
voc1804,突然,とつぜん,k0520,totsuzen,suddenly; unexpectedly,abstract,N3,突然雨が降ってきた。,It suddenly started raining.,,adverb,,very high,LHHL
voc1805,突破,とっぱ,k0520,toppa,breakthrough; breaking through,action,N3,難関を突破した。,I broke through the difficult barrier.,,noun,,high,LHL
voc1806,衝突,しょうとつ,k0520,shototsu,collision; clash,action,N3,二台の車が衝突した。,Two cars collided.,,noun,,high,LHHL
voc1807,処理,しょり,k0521,shori,processing; handling,action,N3,データを処理した。,I processed the data.,,noun,,very high,LHL
voc1808,処分,しょぶん,k0521,shobun,disposal; punishment,action,N3,不要なものを処分した。,I disposed of unnecessary things.,,noun,,high,LHL
voc1809,対処,たいしょ,k0521,taisho,dealing with; coping,action,N3,問題に対処した。,I dealt with the problem.,,noun,,high,LHL
voc1810,否定,ひてい,k0522,hitei,denial; negation,abstract,N3,その事実を否定できない。,I cannot deny that fact.,,noun,,high,LHL
voc1811,否決,ひけつ,k0522,hiketsu,rejection; veto,abstract,N3,提案が否決された。,The proposal was rejected.,,noun,,medium,LHL
voc1812,拒否,きょひ,k0522,kyohi,refusal; rejection,action,N3,要求を拒否した。,I refused the demand.,,noun,,high,LH
voc1813,医師,いし,k0523,ishi,physician; doctor,people,N3,医師に相談した。,I consulted a physician.,,noun,,very high,LH
voc1814,教師,きょうし,k0523,kyoshi,teacher,people,N3,教師として働いている。,I work as a teacher.,,noun,,very high,LHL
voc1815,師匠,ししょう,k0523,shisho,master; teacher,people,N3,師匠から技術を学んだ。,I learned techniques from my master.,,noun,,medium,LHL
voc1816,容易,ようい,k0524,yoi,easy; simple,abstract,N3,この問題は容易に解決できる。,This problem can be easily solved.,,adjective,,high,LHL
voc1817,貿易,ぼうえき,k0524,boeki,trade; commerce,economy,N3,国際貿易が活発だ。,International trade is active.,,noun,,very high,LHL
voc1818,安易,あんい,k0524,ani,easy; facile,abstract,N3,安易な解決策は危険だ。,An easy solution is dangerous.,,adjective,,medium,LHL
voc1819,存在,そんざい,k0525,sonzai,existence,abstract,N3,神の存在を信じる。,I believe in the existence of God.,,noun,,very high,LHHL
voc1820,保存,ほぞん,k0525,hozon,preservation; saving,action,N3,データを保存した。,I saved the data.,,noun,,very high,LHL
voc1821,現存,げんぞん,k0525,genzon,existing; extant,abstract,N3,現存する最古の建物だ。,It is the oldest existing building.,,noun,,medium,LHHL
voc1822,座る,すわる,k0526,suwaru,to sit down,action,N3,椅子に座ってください。,Please sit in the chair.,,verb,,very high,LHL
voc1823,座席,ざせき,k0526,zaseki,seat,place,N3,飛行機の座席を予約した。,I reserved an airplane seat.,,noun,,very high,LHL
voc1824,星座,せいざ,k0526,seiza,constellation,nature,N3,夜空の星座を観察した。,I observed the constellations in the night sky.,,noun,,high,LHL
voc1825,破る,やぶる,k0527,yaburu,to tear; to break,action,N3,記録を破った。,I broke the record.,,verb,,very high,LHL
voc1826,破壊,はかい,k0527,hakai,destruction,action,N3,建物が破壊された。,The building was destroyed.,,noun,,high,LHL
voc1827,突破,とっぱ,k0527,toppa,breakthrough,action,N3,予算の壁を突破した。,I broke through the budget barrier.,,noun,,high,LHL
voc1828,除く,のぞく,k0528,nozoku,to exclude; to remove,action,N3,不要なものを除いた。,I removed unnecessary things.,,verb,,very high,LHL
voc1829,除外,じょがい,k0528,jogai,exclusion; exception,abstract,N3,この規則から除外された。,I was excluded from this rule.,,noun,,medium,LHHL
voc1830,解除,かいじょ,k0528,kaijo,cancellation; lifting (ban),action,N3,禁止令が解除された。,The ban was lifted.,,noun,,high,LHL
voc1831,降る,ふる,k0529,furu,to fall (rain/snow),nature,N3,雨が降っている。,It is raining.,,verb,,very high,LH
voc1832,降りる,おりる,k0529,oriru,to get off; to descend,action,N3,次の駅で降りる。,I get off at the next station.,,verb,,very high,LHL
voc1833,下降,かこう,k0529,kako,descent; decrease,abstract,N3,気温が下降している。,The temperature is falling.,,noun,,medium,LHL
voc1834,責任,せきにん,k0530,sekinin,responsibility,abstract,N3,責任を果たすことが大切だ。,It is important to fulfill one's responsibility.,,noun,,very high,LHHL
voc1835,責める,せめる,k0530,semeru,to blame; to criticize,action,N3,自分を責めないでください。,Please don't blame yourself.,,verb,,high,LHL
voc1836,自責,じせき,k0530,jiseki,self-reproach,abstract,N3,失敗して自責の念にかられた。,I was tormented by self-reproach after failing.,,noun,,medium,LHL
voc1837,捕まえる,つかまえる,k0531,tsukamaeru,to catch; to capture,action,N3,泥棒を捕まえた。,I caught the thief.,,verb,,very high,LHHHL
voc1838,逮捕,たいほ,k0531,taiho,arrest,society,N3,犯人が逮捕された。,The criminal was arrested.,,noun,,high,LHL
voc1839,捕獲,ほかく,k0531,hokaku,capture; catch,action,N3,野生動物を捕獲した。,I captured a wild animal.,,noun,,medium,LHL
voc1840,危険,きけん,k0532,kiken,danger; risk,abstract,N3,危険な場所には近づかないでください。,Please don't go near dangerous places.,,noun,,very high,LHL
voc1841,危機,きき,k0532,kiki,crisis; emergency,abstract,N3,経済危機が起きた。,An economic crisis occurred.,,noun,,very high,LH
voc1842,危険性,きけんせい,k0532,kikisei,danger level; risk,abstract,N3,その薬の危険性を調べた。,I investigated the risk of that medicine.,,noun,,high,LHHHL
voc1843,迎える,むかえる,k0533,mukaeru,to welcome; to meet,action,N3,空港に友人を迎えに行った。,I went to the airport to meet my friend.,,verb,,very high,LHHL
voc1844,歓迎,かんげい,k0533,kangei,welcome,action,N3,温かく歓迎された。,I was warmly welcomed.,,noun,,very high,LHHL
voc1845,出迎え,でむかえ,k0533,demukae,meeting; welcoming,action,N3,空港で出迎えをした。,I went to meet someone at the airport.,,noun,,high,LHHL
voc1846,原因,げんいん,k0534,genin,cause; reason,abstract,N3,事故の原因は不明だ。,The cause of the accident is unknown.,,noun,,very high,LHL
voc1847,要因,よういん,k0534,yoin,factor; cause,abstract,N3,成功の要因を分析した。,I analyzed the factors of success.,,noun,,high,LHL
voc1848,起因,きいん,k0534,kiin,cause; origin,abstract,N3,問題の起因を調べた。,I investigated the origin of the problem.,,noun,,low,LHL
voc1849,富む,とむ,k0535,tomu,to be rich in; to abound in,abstract,N3,この地域は自然に富んでいる。,This region is rich in nature.,,verb,,high,LH
voc1850,富裕,ふゆう,k0535,fuyu,wealthy; affluent,abstract,N3,富裕層の割合が増えている。,The proportion of wealthy people is increasing.,,noun,,medium,LHL
voc1851,豊富,ほうふ,k0535,hofu,abundant; rich,abstract,N3,この地域は食材が豊富だ。,This region has abundant ingredients.,,adjective,,high,LHL
voc1852,彼,かれ,k0536,kare,he; him; boyfriend,people,N3,彼は親切な人だ。,He is a kind person.,,noun,,very high,LH
voc1853,彼女,かのじょ,k0536,kanojo,she; her; girlfriend,people,N3,彼女と映画を見た。,I watched a movie with her.,,noun,,very high,LHL
voc1854,彼ら,かれら,k0536,karera,they (male/mixed),people,N3,彼らは友達だ。,They are friends.,,noun,,very high,LHL
voc1855,舞台,ぶたい,k0537,butai,stage; setting,art,N3,舞台に立つのが夢だ。,My dream is to stand on the stage.,,noun,,very high,LHL
voc1856,舞踊,ぶよう,k0537,buyo,dance; dancing,art,N3,日本舞踊を習っている。,I'm learning Japanese dance.,,noun,,medium,LHL
voc1857,舞う,まう,k0537,mau,to dance; to flutter,art,N3,蝶が花の周りを舞っている。,A butterfly is fluttering around the flowers.,,verb,,high,LH
voc1858,死亡,しぼう,k0538,shibo,death,abstract,N3,事故で死亡した。,They died in the accident.,,noun,,very high,LHL
voc1859,亡くなる,なくなる,k0538,nakunaru,to pass away; to die,abstract,N3,祖父が亡くなった。,My grandfather passed away.,,verb,,very high,LHHL
voc1860,逃亡,とうぼう,k0538,tobo,escape; flight,action,N3,犯人が逃亡した。,The criminal escaped.,,noun,,high,LHL
voc1861,適切,てきせつ,k0539,tekisetsu,appropriate; suitable,abstract,N3,適切な対応をした。,I took an appropriate response.,,adjective,,very high,LHHL
voc1862,適応,てきおう,k0539,tekio,adaptation; adjustment,abstract,N3,新しい環境に適応した。,I adapted to the new environment.,,noun,,high,LHHL
voc1863,快適,かいてき,k0539,kaiteki,comfortable; pleasant,abstract,N3,快適な環境で仕事したい。,I want to work in a comfortable environment.,,adjective,,very high,LHL
voc1864,主婦,しゅふ,k0540,shufu,housewife,people,N3,主婦として家事をしている。,I do housework as a housewife.,,noun,,very high,LH
voc1865,婦人,ふじん,k0540,fujin,woman; lady,people,N3,婦人向けの商品が多い。,There are many products for women.,,noun,,high,LHL
voc1866,夫婦,ふうふ,k0540,fufu,married couple,people,N3,二人は仲の良い夫婦だ。,The two are a happily married couple.,,noun,,very high,LHH
voc1867,寄る,よる,k0541,yoru,to approach; to stop by,action,N3,帰りにコンビニに寄った。,I stopped by a convenience store on the way home.,,verb,,very high,LH
voc1868,寄付,きふ,k0541,kifu,donation; contribution,action,N3,慈善団体に寄付をした。,I made a donation to a charity.,,noun,,very high,LH
voc1869,寄り道,よりみち,k0541,yorimichi,detour; stopping along the way,action,N3,帰り道に公園に寄り道した。,I made a detour to the park on the way home.,,noun,,medium,LHHL
voc1870,込む,こむ,k0542,komu,to be crowded; to be packed,action,N3,電車が混んでいる。,The train is crowded.,,verb,,very high,LH
voc1871,申し込む,もうしこむ,k0542,moshikomu,to apply; to sign up,action,N3,講座に申し込んだ。,I signed up for the course.,,verb,,very high,LHHHHL
voc1872,込み合う,こみあう,k0542,komiau,to be crowded,action,N3,週末は駅が込み合う。,The station is crowded on weekends.,,verb,,medium,LHHL
voc1873,余る,あまる,k0543,amaru,to be left over; to remain,action,N3,食べ物が余った。,Food was left over.,,verb,,very high,LHL
voc1874,余裕,よゆう,k0543,yoyu,margin; leeway,abstract,N3,時間的余裕がある。,I have time to spare.,,noun,,very high,LHL
voc1875,余計,よけい,k0543,yokei,extra; unnecessary,abstract,N3,余計なことを言ってしまった。,I said something unnecessary.,,adjective,,high,LHL
voc1876,妻,つま,k0544,tsuma,wife,people,N3,妻と一緒に旅行した。,I traveled with my wife.,,noun,,very high,LH
voc1877,夫妻,ふさい,k0544,fusai,husband and wife; couple,people,N3,田中夫妻が来た。,Mr. and Mrs. Tanaka came.,,noun,,high,LHL
voc1878,妻子,さいし,k0544,saishi,wife and children,people,N3,妻子のために働いている。,I work for my wife and children.,,noun,,medium,LH
voc1879,背中,せなか,k0545,senaka,back (of body),body,N3,背中が痛い。,My back hurts.,,noun,,very high,LHL
voc1880,背景,はいけい,k0545,haikei,background; setting,abstract,N3,問題の背景を理解した。,I understood the background of the problem.,,noun,,very high,LHL
voc1881,背が高い,せがたかい,k0545,se ga takai,tall,description,N3,彼はとても背が高い。,He is very tall.,,expression,,very high,LHLHL
voc1882,険しい,けわしい,k0546,kewashii,steep; rugged,nature,N3,険しい山道を登った。,I climbed the steep mountain path.,,adjective,,medium,LHHL
voc1883,保険,ほけん,k0546,hoken,insurance,money,N3,保険に入っている。,I have insurance.,,noun,,very high,LHL
voc1884,危険,きけん,k0546,kiken,danger,abstract,N3,険しい崖は危険だ。,A steep cliff is dangerous.,,noun,,very high,LHL
voc1885,頼む,たのむ,k0547,tanomu,to ask; to request,action,N3,手伝いを頼んだ。,I asked for help.,,verb,,very high,LHL
voc1886,頼りになる,たよりになる,k0547,tayori ni naru,to be reliable,action,N3,彼は頼りになる人だ。,He is a reliable person.,,expression,,high,LHHLHL
voc1887,信頼,しんらい,k0547,shinrai,trust; reliance,abstract,N3,信頼関係を築いた。,I built a relationship of trust.,,noun,,very high,LHL
voc1888,途中,とちゅう,k0548,tochu,midway; on the way,time,N3,途中で疲れてしまった。,I got tired midway.,,noun,,very high,LHL
voc1889,途上,とじょう,k0548,tojo,on the way; in progress,abstract,N3,発展途上の国に旅した。,I traveled to a developing country.,,noun,,medium,LHL
voc1890,用途,ようと,k0548,yoto,use; application,abstract,N3,この道具の用途を説明した。,I explained the use of this tool.,,noun,,medium,LHL
voc1891,許す,ゆるす,k0549,yurusu,to forgive; to permit,action,N3,彼の間違いを許した。,I forgave his mistake.,,verb,,very high,LHL
voc1892,許可,きょか,k0549,kyoka,permission; approval,abstract,N3,入場許可をもらった。,I received permission to enter.,,noun,,very high,LHL
voc1893,免許,めんきょ,k0549,menkyo,license; permit,abstract,N3,運転免許を取った。,I got a driver's license.,,noun,,very high,LHL
voc1894,抜く,ぬく,k0550,nuku,to pull out; to extract,action,N3,雑草を抜いた。,I pulled out weeds.,,verb,,very high,LH
voc1895,抜け出す,ぬけだす,k0550,nukedasu,to slip out; to escape,action,N3,困難な状況から抜け出した。,I escaped from the difficult situation.,,verb,,high,LHHHL
voc1896,選び抜く,えらびぬく,k0550,erabinuku,to carefully select; to pick out,action,N3,最高の選手を選び抜いた。,I carefully selected the best players.,,verb,,medium,LHHHHL
voc1897,留学,りゅうがく,k0551,ryugaku,studying abroad,education,N3,アメリカに留学した。,I studied abroad in America.,,noun,,very high,LHHL
voc1898,留まる,とどまる,k0551,todomaru,to stay; to remain,action,N3,その場に留まった。,I stayed in that place.,,verb,,high,LHHL
voc1899,書き留める,かきとめる,k0551,kakitomeru,to write down; to note,action,N3,重要な情報を書き留めた。,I wrote down important information.,,verb,,medium,LHHHHL
voc1900,罪,つみ,k0552,tsumi,sin; crime,abstract,N3,罪を犯してしまった。,I committed a crime.,,noun,,very high,LH
voc1901,罪悪感,ざいあくかん,k0552,zaiakukan,sense of guilt,feeling,N3,罪悪感を感じた。,I felt a sense of guilt.,,noun,,medium,LHHHL
voc1902,無罪,むざい,k0552,muzai,innocence; not guilty,abstract,N3,裁判で無罪になった。,I was found not guilty in court.,,noun,,high,LHL
voc1903,精神,せいしん,k0553,seishin,spirit; mind,abstract,N3,精神力が大切だ。,Mental strength is important.,,noun,,very high,LHL
voc1904,精巧,せいこう,k0553,seiko,elaborate; exquisite,abstract,N3,精巧な機械を作った。,I made an elaborate machine.,,adjective,,low,LHL
voc1905,精一杯,せいいっぱい,k0553,sei ippai,with all one's might,abstract,N3,精一杯努力した。,I made every effort.,,adverb,,high,LHHHL
voc1906,結婚,けっこん,k0554,kekkon,marriage,abstract,N3,来年結婚する予定だ。,I plan to get married next year.,,noun,,very high,LHHL
voc1907,離婚,りこん,k0554,rikon,divorce,abstract,N3,二人は離婚した。,The two got divorced.,,noun,,high,LHL
voc1908,婚約,こんやく,k0554,konyaku,engagement (to be married),abstract,N3,婚約指輪を贈った。,I gave an engagement ring.,,noun,,high,LHHL
voc1909,浮かぶ,うかぶ,k0555,ukabu,to float; to come to mind,nature,N3,アイデアが浮かんだ。,An idea came to mind.,,verb,,very high,LHL
voc1910,浮く,うく,k0555,uku,to float,nature,N3,木が水に浮いている。,Wood is floating on the water.,,verb,,very high,LH
voc1911,浮気,うわき,k0555,uwaki,infidelity; flirtation,abstract,N3,浮気は信頼を壊す。,Infidelity destroys trust.,,noun,,medium,LHL
voc1912,絶える,たえる,k0556,taeru,to die out; to cease,action,N3,その言語が絶えた。,That language died out.,,verb,,medium,LHL
voc1913,絶対,ぜったい,k0556,zettai,absolute; definitely,abstract,N3,絶対に成功する。,I will definitely succeed.,,adverb,,very high,LHHL
voc1914,絶滅,ぜつめつ,k0556,zetsumetsu,extinction,nature,N3,その動物は絶滅した。,That animal became extinct.,,noun,,high,LHHL
voc1915,押す,おす,k0557,osu,to push; to press,action,N3,ボタンを押してください。,Please push the button.,,verb,,very high,LH
voc1916,押しつける,おしつける,k0557,oshitsukeru,to impose; to force on,action,N3,意見を押しつけないでください。,Please don't impose your opinions.,,verb,,medium,LHHHHL
voc1917,押印,おういん,k0557,oin,stamping; affixing seal,action,N3,書類に押印した。,I stamped the documents.,,noun,,medium,LHL
voc1918,倒れる,たおれる,k0558,taoreru,to fall down; to collapse,action,N3,疲れて倒れてしまった。,I collapsed from exhaustion.,,verb,,very high,LHHL
voc1919,倒す,たおす,k0558,taosu,to knock down; to defeat,action,N3,敵チームを倒した。,I defeated the opposing team.,,verb,,very high,LHL
voc1920,打倒,だとう,k0558,dato,overthrow; defeat,action,N3,チャンピオンを打倒することが目標だ。,My goal is to defeat the champion.,,noun,,medium,LHL
voc1921,払う,はらう,k0559,harau,to pay; to brush off,action,N3,料金を払った。,I paid the fee.,,verb,,very high,LHL
voc1922,支払い,しはらい,k0559,shiharai,payment,money,N3,支払いが遅れた。,Payment was delayed.,,noun,,very high,LHHL
voc1923,払い戻し,はらいもどし,k0559,haraimodoshi,refund; reimbursement,money,N3,払い戻しの手続きをした。,I went through the refund procedure.,,noun,,high,LHHHL
voc1924,勤める,つとめる,k0560,tsutomeru,to work; to be employed,work,N3,銀行に勤めている。,I work at a bank.,,verb,,very high,LHHL
voc1925,勤勉,きんべん,k0560,kinben,diligent; hardworking,abstract,N3,勤勉な人は成功する。,A diligent person will succeed.,,adjective,,high,LHL
voc1926,通勤,つうきん,k0560,tsukin,commuting to work,work,N3,毎日電車で通勤している。,I commute by train every day.,,noun,,very high,LHHL
voc1927,遅い,おそい,k0561,osoi,late; slow,description,N3,今日は仕事が遅くなった。,Work ran late today.,,adjective,,very high,LHL
voc1928,遅刻,ちこく,k0561,chikoku,being late; tardiness,action,N3,電車が遅れて遅刻した。,The train was delayed and I was late.,,noun,,very high,LHL
voc1929,遅れる,おくれる,k0561,okureru,to be late; to fall behind,action,N3,工事が予定より遅れている。,The construction is behind schedule.,,verb,,very high,LHHL
voc1930,居る,いる,k0562,iru,to be; to exist (animate),action,N3,家に居る。,I am at home.,,verb,,very high,H
voc1931,居間,いま,k0562,ima,living room,place,N3,居間でテレビを見た。,I watched TV in the living room.,,noun,,very high,LH
voc1932,居心地,いごこち,k0562,igokochi,comfort; atmosphere,abstract,N3,この部屋は居心地がいい。,This room is comfortable.,,noun,,high,LHHL
voc1933,雑誌,ざっし,k0563,zasshi,magazine,object,N3,雑誌を読むのが好きだ。,I like reading magazines.,,noun,,very high,LHL
voc1934,雑談,ざつだん,k0563,zatsudan,chat; small talk,action,N3,休憩中に雑談した。,I chatted during the break.,,noun,,high,LHHL
voc1935,複雑,ふくざつ,k0563,fukuzatsu,complex; complicated,abstract,N3,この問題は複雑だ。,This problem is complicated.,,adjective,,very high,LHHL
voc1936,招く,まねく,k0564,maneku,to invite; to beckon,action,N3,友人を家に招いた。,I invited a friend to my home.,,verb,,very high,LHL
voc1937,招待,しょうたい,k0564,shotai,invitation,action,N3,パーティーに招待された。,I was invited to a party.,,noun,,very high,LHHL
voc1938,招集,しょうしゅう,k0564,shoshu,summoning; calling together,action,N3,緊急会議が招集された。,An emergency meeting was called.,,noun,,medium,LHHL
voc1939,困る,こまる,k0565,komaru,to be troubled; to be in trouble,action,N3,財布を忘れて困った。,I was in trouble because I forgot my wallet.,,verb,,very high,LHL
voc1940,困難,こんなん,k0565,konnan,difficulty; trouble,abstract,N3,困難な状況を乗り越えた。,I overcame a difficult situation.,,noun,,very high,LHHL
voc1941,困惑,こんわく,k0565,konwaku,perplexity; embarrassment,feeling,N3,突然の質問に困惑した。,I was perplexed by the sudden question.,,noun,,medium,LHHL
voc1942,更に,さらに,k0566,sarani,furthermore; even more,abstract,N3,更に努力が必要だ。,Even more effort is necessary.,,adverb,,very high,LHL
voc1943,更新,こうしん,k0566,koshin,renewal; update,action,N3,免許証を更新した。,I renewed my license.,,noun,,very high,LHL
voc1944,変更,へんこう,k0566,henko,change; modification,action,N3,計画を変更した。,I changed the plan.,,noun,,very high,LHHL
voc1945,時刻,じこく,k0567,jikoku,time; hour,time,N3,出発の時刻を確認した。,I confirmed the departure time.,,noun,,very high,LHL
voc1946,刻む,きざむ,k0567,kizamu,to carve; to mince,action,N3,玉ねぎを細かく刻んだ。,I finely minced the onion.,,verb,,high,LHL
voc1947,時刻表,じこくひょう,k0567,jikokuhyo,timetable,abstract,N3,電車の時刻表を確認した。,I checked the train timetable.,,noun,,very high,LHHHHL
voc1948,賛成,さんせい,k0568,sansei,agreement; approval,abstract,N3,その意見に賛成だ。,I agree with that opinion.,,noun,,very high,LHHL
voc1949,賛否,さんぴ,k0568,sanpi,for and against; pros and cons,abstract,N3,賛否両論の意見が出た。,Both supporting and opposing opinions came out.,,noun,,medium,LHL
voc1950,絶賛,ぜっさん,k0568,zessan,high praise; rave review,abstract,N3,映画が絶賛された。,The movie received rave reviews.,,noun,,medium,LHHL
voc1951,抱く,だく,k0569,daku,to embrace; to hug,action,N3,赤ちゃんを抱いた。,I held the baby.,,verb,,very high,LH
voc1952,抱負,ほうふ,k0569,hofu,aspiration; ambition,abstract,N3,新年の抱負を語った。,I talked about my New Year's aspirations.,,noun,,medium,LHL
voc1953,抱える,かかえる,k0569,kakaeru,to hold; to have (a problem),action,N3,多くの問題を抱えている。,I have many problems.,,verb,,high,LHHL
voc1954,犯罪,はんざい,k0570,hanzai,crime,society,N3,犯罪を防ぐための対策が必要だ。,Measures to prevent crime are necessary.,,noun,,very high,LHHL
voc1955,犯人,はんにん,k0570,hannin,criminal; culprit,people,N3,犯人が捕まった。,The criminal was caught.,,noun,,very high,LHHL
voc1956,違反,いはん,k0570,ihan,violation; offense,society,N3,交通ルールを違反した。,I violated traffic rules.,,noun,,high,LHL
voc1957,恐れ,おそれ,k0571,osore,fear; danger,feeling,N3,失敗を恐れないでください。,Please don't be afraid of failure.,,noun,,high,LHL
voc1958,恐ろしい,おそろしい,k0571,osoroshii,terrible; frightening,feeling,N3,恐ろしい夢を見た。,I had a terrible dream.,,adjective,,very high,LHHHL
voc1959,恐怖,きょうふ,k0571,kyofu,fear; terror,feeling,N3,暗い場所への恐怖がある。,I have a fear of dark places.,,noun,,high,LHL
voc1960,戻る,もどる,k0572,modoru,to return; to go back,action,N3,家に戻った。,I returned home.,,verb,,very high,LHL
voc1961,戻す,もどす,k0572,modosu,to put back; to return,action,N3,本を棚に戻した。,I put the book back on the shelf.,,verb,,very high,LHL
voc1962,引き戻す,ひきもどす,k0572,hikimodosu,to pull back; to bring back,action,N3,過去に引き戻されたような気持ちだ。,I feel as if I've been pulled back to the past.,,verb,,medium,LHHHHL
voc1963,越える,こえる,k0573,koeru,to cross over; to exceed,action,N3,山を越えて村に着いた。,I crossed the mountain and reached the village.,,verb,,very high,LHL
voc1964,越境,えっきょう,k0573,ekkyo,crossing a border,action,N3,国境を越えた。,I crossed the national border.,,noun,,medium,LHHL
voc1965,超越,ちょうえつ,k0573,choetsu,transcendence; surpassing,abstract,N3,人間の限界を超越した。,It surpassed human limits.,,noun,,medium,LHHL
voc1966,欲しい,ほしい,k0574,hoshii,want; desire,feeling,N3,新しい本が欲しい。,I want a new book.,,adjective,,very high,LHL
voc1967,欲求,よっきゅう,k0574,yokkyu,desire; craving,feeling,N3,食欲という欲求がある。,There is a desire called appetite.,,noun,,medium,LHHL
voc1968,欲張り,よくばり,k0574,yokubari,greedy; covetous,feeling,N3,欲張りすぎると失敗する。,Being too greedy leads to failure.,,noun,,medium,LHHL
voc1969,痛い,いたい,k0575,itai,painful; hurting,feeling,N3,足が痛い。,My leg hurts.,,adjective,,very high,LHL
voc1970,痛み,いたみ,k0575,itami,pain; ache,feeling,N3,腰の痛みが続いている。,The back pain continues.,,noun,,very high,LHL
voc1971,頭痛,ずつう,k0575,zutsuu,headache,health,N3,頭痛がひどくて動けない。,My headache is so bad I can't move.,,noun,,very high,LHL
voc1972,互いに,たがいに,k0576,tagai ni,mutually; each other,abstract,N3,互いに助け合おう。,Let's help each other.,,adverb,,very high,LHHL
voc1973,相互,そうご,k0576,sogo,mutual; reciprocal,abstract,N3,相互理解が大切だ。,Mutual understanding is important.,,noun,,high,LHL
voc1974,互助,ごじょ,k0576,gojo,mutual aid,abstract,N3,互助の精神が社会を支える。,The spirit of mutual aid supports society.,,noun,,low,LH
voc1975,似る,にる,k0577,niru,to resemble; to look like,abstract,N3,父に似ている。,I resemble my father.,,verb,,very high,LH
voc1976,似合う,にあう,k0577,niau,to suit; to look good on,abstract,N3,その服がよく似合っている。,That clothing suits you well.,,verb,,very high,LHL
voc1977,似顔絵,にがおえ,k0577,nigaoe,portrait; caricature,art,N3,似顔絵を描いてもらった。,I had a portrait drawn.,,noun,,medium,LHHHL
voc1978,探す,さがす,k0578,sagasu,to search for; to look for,action,N3,鍵を探している。,I'm looking for my key.,,verb,,very high,LHL
voc1979,探検,たんけん,k0578,tanken,exploration; expedition,action,N3,洞窟を探検した。,I explored the cave.,,noun,,high,LHHL
voc1980,探偵,たんてい,k0578,tantei,detective,people,N3,探偵が事件を解決した。,The detective solved the case.,,noun,,high,LHHL
voc1981,逃げる,にげる,k0579,nigeru,to run away; to escape,action,N3,危険な場所から逃げた。,I ran away from a dangerous place.,,verb,,very high,LHL
voc1982,逃亡,とうぼう,k0579,tobo,escape; flight,action,N3,犯人が逃亡中だ。,The criminal is on the run.,,noun,,high,LHL
voc1983,逃げ場,にげば,k0579,nigeba,escape route; refuge,abstract,N3,逃げ場がなくなった。,I had nowhere to escape.,,noun,,medium,LHHL
voc1984,迷う,まよう,k0580,mayou,to get lost; to be at a loss,abstract,N3,どちらを選ぶか迷っている。,I'm at a loss about which to choose.,,verb,,very high,LHL
voc1985,迷子,まいご,k0580,maigo,lost child,people,N3,デパートで迷子になった。,I got lost in the department store.,,noun,,very high,LHL
voc1986,迷惑,めいわく,k0580,meiwaku,trouble; nuisance,abstract,N3,ご迷惑をおかけして申し訳ない。,I'm sorry for the trouble I've caused.,,noun,,very high,LHHL
voc1987,夢,ゆめ,k0581,yume,dream,abstract,N3,夢を持つことが大切だ。,It is important to have dreams.,,noun,,very high,LH
voc1988,夢中,むちゅう,k0581,muchu,absorbed in; crazy about,abstract,N3,ゲームに夢中になっている。,I'm absorbed in a game.,,noun,,very high,LHL
voc1989,悪夢,あくむ,k0581,akumu,nightmare,abstract,N3,悪夢にうなされた。,I was tormented by a nightmare.,,noun,,high,LHL
voc1990,閉める,しめる,k0582,shimeru,to close; to shut,action,N3,ドアを閉めてください。,Please close the door.,,verb,,very high,LHL
voc1991,閉まる,しまる,k0582,shimaru,to close (intransitive),action,N3,店が閉まっている。,The store is closed.,,verb,,very high,LHL
voc1992,開閉,かいへい,k0582,kaihei,opening and closing,action,N3,自動ドアが開閉している。,The automatic door is opening and closing.,,noun,,medium,LHL
